TotalDrinkUnitSales;TotalDrinkSales;TotalFoodSales;TotalFoodUnitSales;TotalNonConUnitSales;TotalNonConSales;customer_id;marital_status;yearly_income;gender;total_children;num_children_at_home;education;member_card;occupation;houseowner;num_cars_owned
51;80;899;415;96;184;272;S;$30K - $50K;F;0;0;High School Degree;Bronze;Skilled Manual;N;1
2;2;113;45;9;16;273;S;$30K - $50K;F;1;0;High School Degree;Bronze;Manual;Y;2
3;9;170;90;16;31;274;S;$30K - $50K;M;4;0;High School Degree;Golden;Skilled Manual;N;3
3;7;67;31;7;10;275;M;$30K - $50K;F;2;1;High School Degree;Bronze;Skilled Manual;Y;3
0;0;30;18;0;0;276;M;$110K - $130K;M;3;2;Bachelors Degree;Bronze;Professional;Y;1
2;5;20;11;1;2;277;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Management;Y;1
6;9;38;19;5;9;278;M;$10K - $30K;F;0;0;Partial High School;Normal;Manual;Y;1
0;0;0;0;0;0;279;S;$110K - $130K;F;3;0;Partial High School;Golden;Management;Y;2
5;10;260;135;47;108;280;S;$50K - $70K;F;1;0;High School Degree;Silver;Manual;N;3
2;2;101;45;11;30;281;S;$50K - $70K;F;0;0;Bachelors Degree;Bronze;Management;N;2
3;10;12;5;11;21;282;S;$50K - $70K;F;3;0;Bachelors Degree;Silver;Professional;N;2
0;0;22;8;0;0;283;S;$50K - $70K;M;3;0;Partial College;Bronze;Skilled Manual;N;1
0;0;0;0;0;0;284;S;$10K - $30K;F;2;0;Partial High School;Normal;Skilled Manual;N;0
11;24;124;62;5;9;285;M;$30K - $50K;F;3;3;Partial College;Golden;Clerical;N;4
30;53;394;193;40;99;286;S;$110K - $130K;F;1;0;Bachelors Degree;Golden;Professional;N;3
0;0;83;38;12;17;287;M;$50K - $70K;F;0;0;Bachelors Degree;Golden;Professional;Y;3
10;26;99;49;10;22;288;M;$30K - $50K;F;3;1;High School Degree;Normal;Manual;Y;3
3;2;42;28;5;15;289;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;N;3
0;0;19;12;4;12;290;S;$130K - $150K;M;4;0;High School Degree;Bronze;Management;Y;1
4;11;26;11;11;25;291;S;$90K - $110K;M;1;0;High School Degree;Bronze;Professional;Y;3
0;0;0;0;0;0;292;M;$70K - $90K;M;0;0;Bachelors Degree;Bronze;Professional;N;3
6;7;128;56;30;71;293;M;$30K - $50K;M;4;3;High School Degree;Golden;Manual;Y;2
24;48;99;35;7;16;294;S;$30K - $50K;F;0;0;High School Degree;Bronze;Manual;N;4
0;0;6;3;2;4;295;S;$150K +;M;3;0;Partial College;Silver;Professional;Y;3
15;33;150;84;20;56;296;M;$130K - $150K;F;5;4;Partial High School;Golden;Professional;Y;3
6;10;111;54;12;10;297;M;$30K - $50K;F;5;1;High School Degree;Bronze;Manual;Y;4
14;24;417;193;70;134;298;M;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Professional;Y;4
3;11;47;23;7;16;299;M;$130K - $150K;F;0;0;Graduate Degree;Bronze;Management;Y;3
10;17;82;39;9;27;300;M;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;Y;2
3;2;138;60;12;24;301;M;$30K - $50K;F;5;5;High School Degree;Golden;Skilled Manual;N;4
2;2;62;32;7;7;302;S;$30K - $50K;F;1;0;Partial High School;Bronze;Skilled Manual;N;1
0;0;10;5;2;1;303;M;$30K - $50K;M;0;0;High School Degree;Bronze;Skilled Manual;Y;3
4;6;156;71;22;54;304;M;$90K - $110K;M;1;1;Bachelors Degree;Normal;Management;Y;1
3;8;71;37;3;2;305;S;$70K - $90K;F;4;0;Partial High School;Bronze;Professional;N;2
0;0;83;42;3;7;306;M;$50K - $70K;M;4;1;Bachelors Degree;Bronze;Professional;Y;3
4;10;27;14;3;7;307;S;$130K - $150K;F;5;0;Bachelors Degree;Bronze;Professional;N;1
0;0;14;9;0;0;308;M;$130K - $150K;F;4;2;High School Degree;Bronze;Professional;Y;3
0;0;18;10;0;0;309;S;$110K - $130K;M;0;0;High School Degree;Bronze;Management;N;3
5;16;194;81;8;16;310;S;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Professional;Y;1
5;13;141;60;13;32;311;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;Y;2
0;0;33;20;0;0;312;M;$30K - $50K;M;3;2;Partial High School;Bronze;Skilled Manual;Y;2
0;0;0;0;0;0;313;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;N;3
4;5;93;46;13;26;314;S;$30K - $50K;F;3;0;Partial High School;Bronze;Skilled Manual;Y;2
19;40;177;79;21;42;315;M;$30K - $50K;M;5;4;Partial High School;Silver;Manual;Y;4
0;0;0;0;0;0;316;M;$50K - $70K;M;3;0;Partial College;Bronze;Professional;Y;3
7;8;107;43;9;17;317;M;$150K +;M;0;0;High School Degree;Golden;Management;Y;3
0;0;39;18;0;0;318;M;$10K - $30K;F;2;0;Partial High School;Normal;Manual;Y;2
11;26;112;45;11;20;319;M;$70K - $90K;F;0;0;Bachelors Degree;Bronze;Management;N;1
12;22;86;41;13;20;320;M;$130K - $150K;F;0;0;Graduate Degree;Bronze;Professional;Y;2
23;41;242;113;38;72;321;S;$90K - $110K;M;2;0;Bachelors Degree;Bronze;Professional;Y;3
42;82;702;331;49;113;322;S;$10K - $30K;M;1;0;Partial High School;Normal;Skilled Manual;Y;1
5;7;111;54;7;10;323;M;$30K - $50K;F;4;3;Partial College;Golden;Skilled Manual;Y;3
0;0;0;0;0;0;324;S;$30K - $50K;M;2;0;Partial College;Bronze;Clerical;N;2
6;9;72;36;0;0;325;M;$10K - $30K;F;2;1;High School Degree;Normal;Manual;Y;1
1;2;14;9;4;8;326;S;$30K - $50K;F;2;0;Partial High School;Bronze;Skilled Manual;Y;3
0;0;0;0;0;0;327;M;$50K - $70K;F;1;1;Bachelors Degree;Normal;Professional;Y;2
14;32;209;84;19;41;328;S;$70K - $90K;M;3;0;Bachelors Degree;Bronze;Professional;N;4
2;7;96;49;21;47;329;S;$30K - $50K;F;2;0;Partial College;Bronze;Manual;N;3
6;10;62;33;9;18;330;S;$10K - $30K;F;0;0;Partial High School;Normal;Manual;Y;1
0;0;6;3;1;2;331;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;Y;3
0;0;0;0;0;0;332;M;$30K - $50K;M;3;3;Partial College;Normal;Manual;Y;3
0;0;0;0;0;0;333;S;$70K - $90K;F;4;0;Graduate Degree;Bronze;Professional;N;2
0;0;0;0;0;0;334;S;$70K - $90K;F;4;0;High School Degree;Bronze;Professional;N;2
5;15;359;156;25;43;335;S;$30K - $50K;F;5;0;High School Degree;Bronze;Skilled Manual;N;3
14;22;177;90;25;58;336;M;$10K - $30K;M;3;2;Partial High School;Silver;Manual;Y;0
9;26;224;95;19;41;337;M;$10K - $30K;F;1;1;Partial High School;Normal;Manual;Y;1
0;0;14;6;4;11;338;M;$10K - $30K;M;3;1;Partial High School;Normal;Manual;Y;1
3;10;37;19;0;0;339;S;$130K - $150K;F;2;0;Graduate Degree;Bronze;Management;Y;2
9;10;156;86;19;45;340;M;$150K +;F;2;0;Bachelors Degree;Golden;Management;Y;3
31;58;417;173;58;154;341;M;$10K - $30K;M;1;0;Partial High School;Bronze;Skilled Manual;Y;1
4;2;37;18;0;0;342;M;$30K - $50K;F;3;3;High School Degree;Golden;Skilled Manual;Y;3
0;0;0;0;0;0;343;M;$150K +;F;2;1;Bachelors Degree;Silver;Professional;Y;2
13;27;263;125;31;71;344;S;$130K - $150K;M;1;0;Partial High School;Bronze;Management;Y;1
2;1;62;28;9;15;345;M;$30K - $50K;F;2;2;High School Degree;Bronze;Skilled Manual;Y;2
14;24;257;122;18;41;346;M;$30K - $50K;M;0;0;High School Degree;Silver;Manual;Y;1
0;0;6;2;1;3;347;S;$10K - $30K;F;4;0;Partial High School;Normal;Manual;N;1
2;5;23;12;0;0;348;M;$130K - $150K;M;0;0;High School Degree;Bronze;Professional;Y;2
0;0;64;32;4;6;349;S;$110K - $130K;F;1;0;Partial High School;Bronze;Professional;Y;1
0;0;141;54;32;72;350;S;$150K +;F;2;0;Bachelors Degree;Silver;Professional;Y;2
0;0;0;0;0;0;351;M;$90K - $110K;M;3;2;Partial High School;Bronze;Professional;Y;4
16;27;180;95;35;76;352;M;$70K - $90K;F;1;0;High School Degree;Normal;Management;Y;2
3;3;72;29;3;11;353;M;$10K - $30K;F;5;5;Partial High School;Normal;Manual;Y;2
21;58;198;80;29;52;354;M;$150K +;F;2;2;Partial High School;Golden;Management;Y;3
7;13;255;126;33;62;355;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;N;2
0;0;0;0;0;0;356;S;$30K - $50K;F;1;0;High School Degree;Bronze;Skilled Manual;N;1
12;27;8;8;4;8;357;M;$110K - $130K;M;3;2;Partial High School;Bronze;Professional;Y;1
0;0;0;0;0;0;358;M;$30K - $50K;F;4;3;Partial High School;Golden;Manual;Y;2
0;0;0;0;0;0;359;M;$70K - $90K;F;2;1;Bachelors Degree;Bronze;Professional;Y;3
8;22;95;49;12;36;360;M;$30K - $50K;M;4;2;Partial High School;Bronze;Manual;Y;4
14;24;103;50;3;8;361;S;$50K - $70K;F;0;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;34;14;0;0;362;M;$10K - $30K;F;2;2;Partial High School;Normal;Manual;Y;0
0;0;88;49;10;29;363;M;$130K - $150K;F;4;2;Partial College;Bronze;Professional;Y;3
8;19;215;100;29;73;364;M;$50K - $70K;F;4;4;Partial High School;Silver;Skilled Manual;Y;2
3;5;1;1;3;4;365;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Professional;N;3
0;0;19;5;6;9;366;S;$130K - $150K;M;2;0;High School Degree;Bronze;Professional;Y;2
0;0;0;0;0;0;367;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Professional;Y;2
3;2;10;8;13;25;368;S;$90K - $110K;F;3;0;Graduate Degree;Bronze;Professional;Y;4
0;0;78;39;25;46;369;M;$30K - $50K;F;1;0;Partial High School;Bronze;Manual;Y;3
2;2;53;22;7;20;370;M;$30K - $50K;M;2;0;High School Degree;Bronze;Manual;Y;2
0;0;0;0;0;0;371;M;$90K - $110K;M;2;2;High School Degree;Bronze;Professional;Y;2
3;4;41;14;0;0;372;M;$10K - $30K;M;1;1;Partial High School;Bronze;Manual;Y;2
3;2;185;89;17;38;373;S;$10K - $30K;F;2;0;Partial High School;Normal;Manual;N;2
0;0;32;18;4;8;374;M;$30K - $50K;F;4;1;Partial College;Bronze;Professional;Y;3
2;3;4;3;9;24;375;S;$30K - $50K;F;1;0;Partial College;Bronze;Professional;Y;3
12;20;210;111;17;27;376;S;$50K - $70K;M;2;0;Bachelors Degree;Normal;Professional;N;3
11;25;113;55;20;38;377;M;$70K - $90K;F;2;2;High School Degree;Bronze;Professional;Y;1
52;105;802;397;140;308;378;S;$30K - $50K;M;1;0;Partial College;Silver;Manual;Y;2
0;0;0;0;0;0;379;S;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;Y;1
0;0;11;5;0;0;380;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;Y;1
13;23;142;57;33;76;381;M;$10K - $30K;F;4;4;Partial High School;Bronze;Skilled Manual;Y;0
11;22;92;39;8;17;382;M;$30K - $50K;M;4;4;High School Degree;Golden;Manual;Y;4
2;5;9;4;0;0;383;M;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;Y;3
0;0;14;6;2;4;384;S;$10K - $30K;M;3;0;Partial High School;Normal;Skilled Manual;N;0
0;0;12;10;2;7;385;M;$50K - $70K;F;4;4;Bachelors Degree;Golden;Management;Y;4
3;3;20;9;0;0;386;M;$50K - $70K;F;3;3;Bachelors Degree;Bronze;Professional;Y;3
3;6;47;19;0;0;387;M;$30K - $50K;M;2;0;High School Degree;Bronze;Skilled Manual;N;3
0;0;5;3;3;2;388;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Professional;N;3
6;22;135;59;11;32;389;M;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;Y;1
0;0;22;13;2;3;390;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;N;4
6;12;193;78;18;33;391;S;$30K - $50K;M;4;0;Bachelors Degree;Bronze;Professional;Y;2
5;6;317;138;33;77;392;M;$30K - $50K;F;0;0;Partial College;Bronze;Management;Y;3
0;0;0;0;0;0;393;M;$10K - $30K;M;5;3;Partial High School;Normal;Skilled Manual;Y;0
3;6;16;7;0;0;394;S;$30K - $50K;M;2;0;High School Degree;Bronze;Manual;N;2
4;10;70;32;8;25;395;M;$70K - $90K;F;4;4;Bachelors Degree;Golden;Professional;Y;3
0;0;32;13;4;10;396;M;$30K - $50K;F;0;0;Partial College;Bronze;Management;N;1
8;20;119;63;15;33;397;M;$30K - $50K;M;2;1;High School Degree;Bronze;Skilled Manual;Y;3
6;7;316;154;40;84;398;S;$10K - $30K;M;0;0;Partial High School;Normal;Manual;Y;1
0;0;183;72;7;12;399;M;$50K - $70K;M;3;1;Bachelors Degree;Bronze;Professional;N;3
18;35;407;207;49;121;400;M;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Management;Y;2
2;6;84;37;9;20;401;M;$30K - $50K;M;2;2;High School Degree;Bronze;Skilled Manual;Y;1
3;7;34;15;1;3;402;S;$70K - $90K;F;1;0;Bachelors Degree;Bronze;Management;N;2
0;0;0;0;0;0;403;S;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;N;3
11;19;55;23;6;3;404;M;$50K - $70K;M;4;3;Bachelors Degree;Bronze;Professional;Y;2
8;17;177;82;38;89;405;S;$30K - $50K;F;3;0;High School Degree;Bronze;Skilled Manual;Y;3
22;36;66;27;10;23;406;S;$30K - $50K;M;1;0;Partial High School;Normal;Manual;N;2
0;0;42;23;10;16;407;M;$50K - $70K;M;0;0;Bachelors Degree;Normal;Management;Y;2
9;22;52;24;13;23;408;M;$50K - $70K;F;3;3;Bachelors Degree;Golden;Professional;Y;2
9;13;120;65;15;24;409;M;$10K - $30K;M;0;0;Partial High School;Normal;Skilled Manual;Y;2
4;10;0;0;7;18;410;S;$50K - $70K;M;5;0;Bachelors Degree;Bronze;Professional;N;4
3;2;66;25;3;8;411;M;$10K - $30K;M;1;1;High School Degree;Normal;Manual;Y;2
0;0;0;0;0;0;412;M;$110K - $130K;M;1;1;High School Degree;Silver;Management;Y;2
0;0;8;3;0;0;413;M;$10K - $30K;F;1;1;Partial High School;Golden;Skilled Manual;Y;1
13;38;48;28;2;7;414;M;$30K - $50K;F;3;3;High School Degree;Normal;Manual;Y;2
4;9;39;27;10;9;415;S;$50K - $70K;M;4;0;Bachelors Degree;Normal;Professional;N;2
0;0;53;20;3;7;416;S;$30K - $50K;F;1;0;High School Degree;Normal;Skilled Manual;Y;2
9;13;63;33;11;21;417;S;$50K - $70K;F;1;0;High School Degree;Bronze;Skilled Manual;N;1
0;0;0;0;0;0;418;S;$10K - $30K;F;3;0;Partial High School;Normal;Manual;Y;0
0;0;3;2;0;0;419;M;$70K - $90K;F;4;3;Bachelors Degree;Silver;Professional;Y;3
4;7;83;38;8;15;420;S;$50K - $70K;F;3;0;Bachelors Degree;Bronze;Professional;N;2
0;0;0;0;0;0;421;M;$50K - $70K;F;1;1;Bachelors Degree;Bronze;Professional;N;3
0;0;155;71;16;32;422;M;$10K - $30K;M;2;0;Partial High School;Bronze;Manual;Y;1
4;6;135;57;21;37;423;S;$10K - $30K;F;5;0;Partial High School;Normal;Manual;Y;0
5;15;169;70;21;55;424;M;$10K - $30K;F;2;2;Graduate Degree;Normal;Professional;Y;1
0;0;0;0;0;0;425;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;N;1
2;1;64;40;9;16;426;M;$70K - $90K;M;4;3;Bachelors Degree;Silver;Professional;Y;3
0;0;0;0;0;0;427;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Professional;Y;4
0;0;0;0;0;0;428;M;$30K - $50K;M;1;0;High School Degree;Bronze;Skilled Manual;Y;4
3;7;24;11;3;2;429;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Professional;N;2
64;121;822;389;83;166;430;S;$90K - $110K;M;3;0;Partial High School;Bronze;Professional;Y;3
0;0;0;0;0;0;431;M;$90K - $110K;F;2;2;High School Degree;Bronze;Management;Y;2
4;8;113;48;4;2;432;M;$70K - $90K;F;4;4;Partial High School;Golden;Professional;Y;3
7;12;31;12;0;0;433;S;$110K - $130K;F;2;0;High School Degree;Bronze;Professional;Y;1
0;0;0;0;0;0;434;M;$70K - $90K;F;3;2;Bachelors Degree;Golden;Management;N;2
14;25;185;94;52;121;435;S;$10K - $30K;F;3;0;Partial High School;Golden;Skilled Manual;N;1
18;19;81;46;8;9;436;M;$70K - $90K;M;1;1;Bachelors Degree;Bronze;Professional;Y;3
3;2;30;15;10;25;437;M;$110K - $130K;F;3;1;Partial High School;Bronze;Professional;N;2
5;7;132;56;13;44;438;M;$70K - $90K;F;2;1;Bachelors Degree;Bronze;Management;Y;3
5;20;144;71;33;62;439;M;$30K - $50K;M;3;3;Partial College;Silver;Management;N;2
10;9;85;45;12;22;440;M;$30K - $50K;F;5;1;High School Degree;Bronze;Skilled Manual;Y;2
4;6;56;29;7;18;441;M;$50K - $70K;F;5;1;Bachelors Degree;Silver;Management;N;3
3;2;18;12;6;10;442;M;$110K - $130K;F;4;4;Bachelors Degree;Golden;Professional;Y;3
1;1;52;23;7;13;443;S;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Management;Y;2
0;0;0;0;4;12;444;M;$10K - $30K;F;5;5;Partial High School;Normal;Manual;Y;1
0;0;0;0;0;0;445;S;$30K - $50K;M;2;0;High School Degree;Bronze;Skilled Manual;Y;2
14;33;235;107;37;75;446;S;$30K - $50K;F;2;0;High School Degree;Bronze;Skilled Manual;Y;2
0;0;93;45;13;14;447;S;$10K - $30K;M;1;0;Bachelors Degree;Normal;Management;Y;1
13;26;313;146;57;123;448;M;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;N;2
3;6;206;100;16;24;449;M;$30K - $50K;F;3;0;Partial High School;Silver;Manual;Y;4
8;15;91;42;23;56;450;S;$70K - $90K;M;3;0;Graduate Degree;Bronze;Professional;N;4
0;0;41;19;8;13;451;M;$30K - $50K;F;1;0;High School Degree;Silver;Manual;Y;3
0;0;0;0;0;0;452;S;$10K - $30K;F;4;0;Partial High School;Normal;Skilled Manual;Y;1
8;16;85;36;8;15;453;M;$30K - $50K;F;3;1;Partial High School;Bronze;Skilled Manual;Y;4
11;21;426;194;56;112;454;S;$130K - $150K;M;3;0;Partial College;Bronze;Professional;Y;1
0;0;36;14;6;8;455;S;$110K - $130K;F;2;0;High School Degree;Bronze;Management;Y;3
4;11;80;33;26;70;456;M;$70K - $90K;M;2;0;Graduate Degree;Bronze;Professional;Y;3
0;0;66;35;5;16;457;S;$30K - $50K;F;0;0;High School Degree;Bronze;Manual;Y;2
0;0;14;11;0;0;458;S;$30K - $50K;F;4;0;Partial College;Normal;Skilled Manual;N;2
0;0;0;0;0;0;459;S;$70K - $90K;M;1;0;Bachelors Degree;Bronze;Professional;N;1
0;0;0;0;0;0;460;S;$70K - $90K;M;2;0;Bachelors Degree;Bronze;Professional;N;3
6;12;206;89;25;56;461;M;$10K - $30K;M;4;4;Partial High School;Normal;Manual;Y;1
14;32;130;63;9;18;462;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Management;N;3
23;53;257;123;22;45;463;S;$10K - $30K;M;3;0;Partial High School;Normal;Manual;Y;1
4;9;93;35;9;14;464;S;$70K - $90K;M;3;0;Graduate Degree;Bronze;Professional;Y;3
23;48;355;177;28;59;465;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;N;4
2;5;59;23;12;28;466;M;$50K - $70K;M;4;4;High School Degree;Golden;Manual;Y;4
26;64;445;189;41;84;467;S;$10K - $30K;F;1;0;Partial High School;Normal;Skilled Manual;N;0
1;3;24;17;6;13;468;M;$30K - $50K;F;2;2;High School Degree;Bronze;Manual;N;2
0;0;12;8;2;2;469;M;$30K - $50K;M;1;1;High School Degree;Bronze;Skilled Manual;Y;4
0;0;36;17;4;14;470;M;$30K - $50K;F;4;2;High School Degree;Bronze;Manual;N;2
5;10;93;44;4;8;471;S;$30K - $50K;F;3;0;High School Degree;Normal;Skilled Manual;N;2
33;66;257;120;51;124;472;M;$30K - $50K;F;0;0;High School Degree;Bronze;Manual;Y;4
3;5;31;17;9;16;473;M;$30K - $50K;F;3;2;High School Degree;Bronze;Manual;N;3
14;25;125;64;17;39;474;M;$10K - $30K;F;1;1;Partial High School;Normal;Manual;Y;0
4;9;79;33;0;0;475;M;$30K - $50K;M;2;2;High School Degree;Golden;Skilled Manual;Y;3
0;0;41;16;8;27;476;S;$70K - $90K;F;1;0;Bachelors Degree;Bronze;Management;N;2
19;28;206;89;17;38;477;M;$30K - $50K;F;2;0;High School Degree;Bronze;Skilled Manual;Y;3
11;15;97;51;34;63;478;M;$50K - $70K;F;5;0;Bachelors Degree;Bronze;Management;Y;2
2;2;65;33;4;9;479;S;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Professional;Y;4
0;0;55;20;7;13;480;M;$130K - $150K;F;3;1;Partial High School;Bronze;Professional;Y;3
16;34;163;77;45;101;481;M;$30K - $50K;M;2;1;High School Degree;Bronze;Skilled Manual;Y;2
4;9;31;15;6;18;482;S;$30K - $50K;M;4;0;High School Degree;Bronze;Manual;N;2
0;0;0;0;0;0;483;M;$130K - $150K;M;5;4;Bachelors Degree;Golden;Professional;Y;3
26;57;296;155;49;120;484;M;$90K - $110K;F;3;0;High School Degree;Silver;Management;Y;3
7;16;99;40;17;32;485;M;$30K - $50K;F;0;0;Partial College;Bronze;Skilled Manual;Y;2
51;86;720;317;87;185;486;M;$30K - $50K;M;2;2;High School Degree;Bronze;Skilled Manual;Y;4
6;13;206;100;30;71;487;S;$30K - $50K;F;4;0;High School Degree;Golden;Skilled Manual;N;3
0;0;14;8;0;0;488;M;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Professional;Y;4
6;7;122;50;14;22;489;M;$70K - $90K;M;2;1;Bachelors Degree;Golden;Professional;N;1
7;14;193;90;12;37;490;S;$130K - $150K;F;3;0;High School Degree;Bronze;Management;Y;1
12;28;151;61;18;50;491;M;$50K - $70K;F;2;2;Bachelors Degree;Bronze;Management;N;3
0;0;11;6;4;8;492;M;$30K - $50K;M;1;1;Partial College;Bronze;Clerical;N;4
0;0;125;51;2;5;493;M;$50K - $70K;M;5;4;Bachelors Degree;Golden;Management;N;3
3;8;111;56;12;20;494;S;$130K - $150K;F;1;0;Bachelors Degree;Bronze;Professional;Y;3
0;0;49;27;3;8;495;M;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;Y;3
6;13;63;38;3;2;496;S;$10K - $30K;M;2;0;Partial High School;Normal;Manual;N;1
17;33;222;110;21;50;497;S;$30K - $50K;M;4;0;High School Degree;Golden;Manual;N;3
18;41;602;280;62;131;498;S;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Professional;N;2
3;9;116;57;11;28;499;S;$50K - $70K;M;1;0;Bachelors Degree;Silver;Management;N;2
8;20;48;18;6;6;500;M;$10K - $30K;F;4;1;High School Degree;Normal;Manual;Y;0
0;0;65;25;7;15;501;S;$30K - $50K;F;1;0;Partial College;Bronze;Professional;Y;2
12;22;136;64;10;18;502;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;N;2
0;0;0;0;0;0;503;M;$30K - $50K;F;4;2;Partial College;Bronze;Clerical;N;4
12;23;237;108;38;84;504;S;$10K - $30K;F;4;0;Partial High School;Normal;Manual;N;1
16;32;119;42;11;11;505;M;$90K - $110K;F;4;4;High School Degree;Golden;Professional;Y;4
5;12;136;65;6;19;506;S;$70K - $90K;F;3;0;Bachelors Degree;Bronze;Professional;N;3
0;0;17;5;2;5;507;S;$70K - $90K;M;0;0;Graduate Degree;Bronze;Professional;N;4
1;3;19;9;1;3;508;M;$30K - $50K;F;3;1;Graduate Degree;Bronze;Management;N;3
4;9;35;16;10;24;509;M;$50K - $70K;M;2;2;Bachelors Degree;Bronze;Professional;N;2
23;49;316;151;30;57;510;S;$30K - $50K;F;1;0;Partial College;Bronze;Professional;N;2
18;39;646;315;77;160;511;M;$10K - $30K;F;4;2;High School Degree;Normal;Manual;N;0
3;11;19;11;12;31;512;M;$30K - $50K;F;4;3;Partial High School;Golden;Manual;Y;2
0;0;0;0;0;0;513;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;Y;3
0;0;16;10;0;0;514;S;$30K - $50K;F;5;0;Partial College;Bronze;Skilled Manual;Y;4
0;0;0;0;0;0;515;M;$50K - $70K;F;2;2;Bachelors Degree;Bronze;Professional;Y;2
1;1;18;7;0;0;516;S;$70K - $90K;M;4;0;Bachelors Degree;Bronze;Professional;N;1
8;11;56;28;14;31;517;M;$30K - $50K;M;4;2;Bachelors Degree;Bronze;Professional;Y;3
9;24;144;64;0;0;518;M;$30K - $50K;F;3;3;Partial College;Golden;Skilled Manual;Y;3
3;6;38;20;9;14;519;M;$110K - $130K;F;3;3;Bachelors Degree;Bronze;Professional;N;3
4;6;39;15;0;0;520;S;$90K - $110K;M;2;0;Graduate Degree;Normal;Professional;Y;3
5;12;83;32;23;56;521;M;$30K - $50K;M;1;1;High School Degree;Silver;Manual;Y;2
10;28;51;28;4;5;522;S;$70K - $90K;F;5;0;Bachelors Degree;Bronze;Professional;Y;4
5;9;46;17;0;0;523;M;$50K - $70K;M;5;3;Partial High School;Golden;Manual;Y;2
11;22;133;58;9;18;524;S;$10K - $30K;F;2;0;Partial High School;Normal;Manual;N;0
0;0;0;0;0;0;525;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;N;0
2;5;65;33;6;20;526;M;$30K - $50K;F;2;1;High School Degree;Bronze;Skilled Manual;Y;1
3;7;128;64;11;23;527;M;$10K - $30K;F;4;4;Partial High School;Normal;Skilled Manual;Y;2
0;0;0;0;0;0;528;M;$110K - $130K;M;2;1;Partial High School;Bronze;Professional;N;4
8;22;156;69;11;14;529;S;$30K - $50K;M;4;0;Partial High School;Bronze;Skilled Manual;N;3
3;5;84;42;9;13;530;S;$110K - $130K;F;1;0;Bachelors Degree;Bronze;Professional;Y;1
10;23;74;41;13;38;531;M;$10K - $30K;M;4;2;Partial High School;Normal;Manual;Y;1
8;11;196;92;24;45;532;M;$10K - $30K;M;0;0;High School Degree;Normal;Skilled Manual;Y;2
0;0;129;58;7;17;533;M;$50K - $70K;M;1;1;Bachelors Degree;Bronze;Professional;Y;4
14;40;184;86;32;67;534;M;$10K - $30K;F;3;3;Bachelors Degree;Normal;Professional;Y;1
0;0;0;0;0;0;535;S;$30K - $50K;M;1;0;Partial High School;Bronze;Skilled Manual;Y;3
4;2;42;17;0;0;536;M;$90K - $110K;M;5;5;High School Degree;Golden;Professional;Y;4
4;11;72;34;12;26;537;M;$30K - $50K;M;3;2;High School Degree;Bronze;Skilled Manual;N;4
5;11;176;72;24;47;538;S;$30K - $50K;M;5;0;Partial College;Bronze;Manual;N;2
2;2;53;25;11;29;539;S;$10K - $30K;F;5;0;Partial High School;Normal;Manual;N;0
7;12;237;106;19;46;540;S;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;Y;0
3;7;93;36;6;12;541;S;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;N;2
9;16;73;36;9;19;542;M;$130K - $150K;M;3;1;High School Degree;Bronze;Management;N;2
9;11;338;154;37;72;543;M;$10K - $30K;M;3;3;Partial High School;Normal;Skilled Manual;N;0
4;10;43;20;5;14;544;S;$50K - $70K;F;3;0;Partial College;Bronze;Skilled Manual;N;3
